Country,Health posts,Health centers,Rural/District hospitals,Provincial hospitals,Specialized Hospitals,Hospitals,Year,Total_hf_densities,Region,GDP,Population,Health Expenditure,GDP Per Capita,Population Density
Kenya,8.27,6.55,1.55,0.04,0.02,2.2354014598540144,2010,18.665401459854014,Africa,45405615233.0693,41517895.0,2446680809.4790416,1093.639627757363,71.53694195082447
Kiribati,83.05,140.69,0.0,0.0,0.0,0.0,2013,223.74,Oceania,184543103.721124,113311.0,17549276.980169993,1628.6424417852106,139.89012345679012
Kiribati,85.39,144.66,0.0,0.0,0.0,2.2354014598540144,2010,232.28540145985403,Oceania,155305532.918999,107995.0,14383976.478294194,1438.0807715079309,133.32716049382717
Latvia,22.12099099099099,1.51,0.49,0.34,0.73,1.56,2013,26.75099099099099,Europe,30204783461.8488,2012647.0,1633700521.7212925,15007.491856171897,31.158420286713937
Latvia,22.12099099099099,1.38,0.44,0.31,0.67,2.2354014598540144,2010,27.156392450845004,Europe,23956163076.5575,2097555.0,1460711472.0870938,11420.994003283584,32.472907700405614
Lebanon,2.45,0.06,0.77,1.66,0.66,3.09,2013,8.69,Asia,46880103080.6634,5678851.0,3311403543.4670434,8255.20921057154,543.4307177033493
Lebanon,2.79,0.07,0.88,1.89,0.76,2.2354014598540144,2010,8.625401459854015,Asia,38443907042.3217,4995800.0,2859705726.7200136,7695.245414612615,478.066985645933
Liberia,9.32,1.05,0.35,0.8068924302788845,0.02,0.37,2013,11.916892430278883,Africa,3177198100.0,4427313.0,263570309.98192668,717.635753333907,39.75319206249439
Liberia,10.01,1.13,0.38,0.8068924302788845,0.03,2.2354014598540144,2010,14.5922938901329,Africa,1998000000.0,4019956.0,179386473.96,497.0203653970342,36.09550148154799
Libya,29.25,1.68,1.6,0.55,0.5,2.64,2013,36.22,Africa,75351117628.308,5985221.0,2767208574.0003166,12589.52971466016,3.401582800050013
Libya,28.54,1.64,1.56,0.54,0.49,2.2354014598540144,2010,35.00540145985401,Africa,75380800664.4198,6491988.0,2702711571.676741,11611.358595305444,3.689593871125408
Lithuania,21.01,33.15,1.66,0.0,0.5,2.15,2013,58.47,Europe,46523420074.4372,2957689.0,2849995176.040617,15729.652466651229,45.29385911179173
Lithuania,26.36,5.24,0.27,1.17,1.32,2.2354014598540144,2010,36.59540145985402,Europe,37128694028.243,3097282.0,2530180478.293841,11987.50841164705,47.43157733537519
Luxembourg,22.12099099099099,7.032648401826484,0.19,0.19,0.75,1.13,2013,31.41363939281748,Europe,65203276466.9768,543360.0,3413765639.88562,120000.14072986013,209.79150579150576
Luxembourg,22.12099099099099,7.032648401826484,0.2,0.2,0.79,2.2354014598540144,2010,32.57904085267149,Europe,56213985987.4181,506953.0,3745329939.564703,110885.99137872367,195.73474903474903
Madagascar,12.96,0.27,0.33,0.11,0.03,0.47,2013,14.17,Africa,12423555457.0352,23588073.0,464512868.6010213,526.6880197053486,40.16392613592828
Madagascar,14.35,0.3,0.37,0.12,0.03,2.2354014598540144,2010,17.40540145985402,Africa,9982711338.11814,21731053.0,464296287.67199,459.37540799878127,37.0180106977378
Malawi,0.45,2.3,0.23,0.14,0.03,0.4,2013,3.55,Africa,8031571927.62055,16024775.0,660500005.7861192,501.1971729787501,135.25299628629304
Malawi,0.49,2.53,0.25,0.15,0.03,2.2354014598540144,2010,5.685401459854014,Africa,10128323010.6049,14718422.0,520904494.78664136,688.1391911853663,124.22705941931127
Malaysia,22.12099099099099,7.032648401826484,0.32,0.07,0.08,0.47,2013,30.093639392817472,Asia,323276281683.441,30134807.0,11355949718.536411,10727.670553305385,91.20814719306529
Malaysia,22.12099099099099,7.032648401826484,0.33,0.07,0.08,2.2354014598540144,2010,31.869040852671485,Asia,255017645207.18,28717731.0,8070652335.907893,8880.146039642896,86.81297158403869
Maldives,11.01,35.94,6.09,0.58,1.3869841269841272,6.67,2013,61.67698412698412,Asia,3295009231.00739,400728.0,268711073.4077551,8222.558021918583,1335.76
Maldives,12.03,39.25,6.65,0.63,1.3869841269841272,2.2354014598540144,2010,62.18238558683814,Asia,2588176054.6875,361575.0,219673767.8589691,7158.061411014312,1205.25
Mali,22.12099099099099,5.71,0.39,0.05,0.03,0.46,2013,28.760990990990997,Africa,13242690790.0557,17004033.0,524951785.3830645,778.7970530318131,13.710828985881196
Mali,22.12099099099099,5.68,0.38,0.05,0.03,2.2354014598540144,2010,30.496392450845004,Africa,10689168011.4449,15529181.0,500110635.1164529,688.3278655484086,12.52161443004701
Malta,2.1,1.86,0.47,0.23,0.23,0.93,2013,5.820000000000001,Europe,10550968138.9413,425967.0,896479713.273002,24769.449602765704,1331.146875
Malta,2.16,1.92,0.48,0.24,0.24,2.2354014598540144,2010,7.275401459854015,Europe,9035819656.6669,414508.0,718538430.543938,21798.902932312285,1295.3375
Marshall Islands,1.9,98.8,0.0,3.8,0.0,3.8,2013,108.3,Oceania,185468000.0,51352.0,24980380.4371844,3611.699641688736,285.2888888888889
Marshall Islands,1.85,96.23,0.0,3.7,0.0,2.2354014598540144,2010,104.01540145985402,Oceania,160318500.0,53416.0,22334732.7739134,3001.31982926464,296.7555555555556
Mauritania,11.65,3.8,0.69,0.15,0.18,1.03,2013,17.5,Africa,7223071177.15856,3742959.0,207157597.57328185,1929.77566068946,3.631472785485592
Mauritania,13.09,4.28,0.78,0.17,0.2,2.2354014598540144,2010,20.755401459854017,Africa,5628878865.99027,3419461.0,148387897.87209374,1646.130447456564,3.3176103618899777
Mauritius,8.84,0.16,0.16,0.4,0.4,0.96,2013,10.920000000000002,Africa,12292974007.9361,1258927.0,575684438.8291047,9764.644024582918,617.1210784313726
Mauritius,8.47,0.15,0.15,0.38,0.38,2.2354014598540144,2010,11.765401459854017,Africa,10003670690.3497,1250400.0,458150270.0691376,8000.376431821578,612.9411764705883
Mexico,102.07,7.032648401826484,1.1882377049180328,3.46,0.06,3.51,2013,117.32088610674452,North America,1274443916251.64,117290686.0,74035455419.92207,10865.687291245273,59.708755943351086
Mexico,110.08,7.032648401826484,1.1882377049180328,3.73,0.06,2.2354014598540144,2010,124.32628756659854,North America,1057800597973.65,112532401.0,60684844983.5039,9399.964708596684,57.28647257658905
Monaco,22.12099099099099,7.032648401826484,1.1882377049180328,10.57,1.3869841269841272,10.57,2013,52.86886122471963,Europe,6555590641.56865,35425.0,140934092.31206104,185055.48741195907,472.8376935397757
Monaco,22.12099099099099,7.032648401826484,1.1882377049180328,11.3,1.3869841269841272,2.2354014598540144,2010,45.26426268457365,Europe,5367561640.00001,33178.0,125104160.59055796,161780.74748327234,442.845702082221
Mongolia,41.03,16.34,1.23,1.27,1.3869841269841272,2.5,2013,63.75698412698413,Asia,12582122604.1921,2845153.0,514523278.72556907,4422.300875978234,1.819011968391172
Mongolia,42.27,16.84,1.27,1.31,1.3869841269841272,2.2354014598540144,2010,65.31238558683815,Asia,7189482000.66686,2702520.0,268847580.0292467,2660.288175727417,1.7278213947778942
Montenegro,15.93,2.9,1.45,0.48,0.16,2.09,2013,23.01,Europe,4465771672.62001,621207.0,378315437.5156097,7188.862444595779,44.98240405503258
Montenegro,2.85,7.032648401826484,1.43,0.48,0.16,2.2354014598540144,2010,14.1880498616805,Europe,4142983897.83334,619428.0,358232943.5143825,6688.402684143016,44.85358435916003
Myanmar,3.79,0.95,0.51,0.07,0.05,0.63,2013,6.0,Asia,60572257122.2962,50648334.0,1938745792.0155084,1195.9377996973444,74.85823615483528
Myanmar,4.21,1.06,0.57,0.08,0.06,2.2354014598540144,2010,8.215401459854016,Asia,37796052938.7278,49390988.0,739237752.5008216,765.2418886361982,72.99987880400242
Namibia,12.76,2.3,1.3,0.17,0.43,1.91,2013,18.87,Africa,12043307277.1235,2204510.0,1091664077.9041271,5463.031366209952,2.674434968275728
Namibia,12.88,2.32,1.31,0.18,0.44,2.2354014598540144,2010,19.365401459854013,Africa,11431412421.1316,2099271.0,1112026505.892624,5445.420063027403,2.5467626684783267
Nauru,22.12099099099099,7.032648401826484,1.1882377049180328,9.95,1.3869841269841272,9.95,2013,51.62886122471964,Oceania,94384979.0109467,10694.0,8909640.081085514,8825.975220773023,534.7
Nauru,22.12099099099099,7.032648401826484,1.1882377049180328,9.75,1.3869841269841272,2.2354014598540144,2010,43.71426268457365,Oceania,47562842.3658354,10241.0,6038769.479141403,4644.35527446884,512.05
Nepal,2.51,0.72,0.23,0.1,0.04,0.38,2013,3.98,Asia,22162205045.9731,27381555.0,1026138862.3869246,809.3844577480387,186.0412759885854
Nepal,2.33,0.67,0.22,0.1,0.04,2.2354014598540144,2010,5.595401459854013,Asia,16002656434.4746,27161567.0,696381086.9778622,589.1654349130372,184.54658921049057
Netherlands,22.12099099099099,7.032648401826484,1.1882377049180328,0.8068924302788845,0.76,0.76,2013,32.668769528014394,Europe,877172824534.519,16804432.0,92836781295.7361,52198.89756074582,404.536157920077
Netherlands,22.12099099099099,7.032648401826484,1.1882377049180328,0.8068924302788845,0.77,2.2354014598540144,2010,34.15417098786841,Europe,847380859016.688,16615394.0,86052267437.18204,50999.74511688907,399.9854116514203
Nicaragua,14.64,2.6,0.43,0.43,0.1,0.95,2013,19.15,North America,10982954744.4415,6119379.0,838954127.1625013,1794.7825660808885,46.93855181406765
Nicaragua,15.38,2.73,0.45,0.45,0.1,2.2354014598540144,2010,21.345401459854017,North America,8758619130.58043,5855734.0,675306327.8682102,1495.7337765992152,44.91626908030989
Niger,13.98,4.97,0.43,0.06,0.06,0.55,2013,20.05,Africa,10224897440.9239,18653199.0,456680738.5448564,548.1578490061625,14.72233543804262
Niger,16.07,5.71,0.5,0.07,0.06,2.2354014598540144,2010,24.64540145985401,Africa,7851192498.77154,16647543.0,389498031.2254613,471.6126877564779,13.139339384372532
Oman,2.78,2.04,0.96,0.28,0.11,1.35,2013,7.52,Asia,89936020806.2419,3816680.0,2572134076.7525625,23563.940599222857,12.331760904684977
Oman,3.63,2.66,1.26,0.36,0.14,2.2354014598540144,2010,10.285401459854016,Asia,64993498049.4148,2881914.0,1833281471.992197,22552.199007123323,9.31151534733441
Pakistan,2.98,0.83,0.35,0.08,0.1,0.53,2013,4.869999999999999,Asia,231218467669.571,205337562.0,5553367282.902752,1126.0407760640064,257.9293581208391
Pakistan,3.13,0.87,0.37,0.09,0.1,2.2354014598540144,2010,6.7954014598540144,Asia,177165547828.889,194454498.0,4246419822.930421,911.0899961228412,244.2588845622409
Panama,12.42,10.04,0.39,0.34,0.18,0.91,2013,24.28,North America,45599900000.0,3821556.0,3082404835.1254497,11932.286220586588,50.6703261734288
Panama,13.65,11.03,0.43,0.37,0.2,2.2354014598540144,2010,27.915401459854014,North America,29440287600.0,3623617.0,2204074863.924919,8124.558307348707,48.04583664810395
Papua New Guinea,35.51,9.25,1.22,0.26,0.1,1.57,2013,47.91,Oceania,21261338064.8783,8245627.0,637261606.054667,2578.49864720758,17.81528605997753
Papua New Guinea,37.91,9.87,1.3,0.28,0.1,2.2354014598540144,2010,51.69540145985401,Oceania,14250785801.34,7583269.0,300343884.03597856,1879.2404438428864,16.384212686889637
Paraguay,9.66,1.73,2.06,0.12,0.25,2.43,2013,16.25,South America,38651334593.0289,6005652.0,2343927008.7221937,6435.826550227836,14.76489851309889
Paraguay,10.18,1.83,2.17,0.12,0.26,2.2354014598540144,2010,16.795401459854016,South America,27129301048.0505,5768613.0,1482871187.4851663,4702.915769882726,14.182138010384708
Philippines,22.12099099099099,7.032648401826484,1.48,0.22,0.12,1.81,2013,32.78363939281747,Asia,283902829721.261,99700107.0,12134253795.797136,2847.567954177431,332.33369
Philippines,22.12099099099099,7.032648401826484,1.56,0.23,0.13,2.2354014598540144,2010,33.30904085267149,Asia,208368892319.281,94636700.0,8607882969.70153,2201.776819344726,315.4556666666667
Poland,22.12099099099099,7.032648401826484,0.18,0.61,0.15,0.94,2013,31.033639392817477,Europe,515762008468.811,38040196.0,33085397315.073944,13558.342561347765,121.6585518741205
Poland,22.12099099099099,7.032648401826484,0.18,0.61,0.15,2.2354014598540144,2010,32.32904085267149,Europe,475696613935.595,38042794.0,30502772404.481133,12504.250185609264,121.66686068824356
Portugal,3.08,0.18,1.1882377049180328,0.8068924302788845,1.3869841269841272,2.2354014598540144,2013,8.877515722035056,Europe,226433858005.716,10457295.0,21295801422.22235,21653.195975222658,113.38869419638016
Portugal,3.06,0.18,1.1882377049180328,0.8068924302788845,1.3869841269841272,2.2354014598540144,2010,8.857515722035057,Europe,238113003233.289,10573100.0,23888699050.27508,22520.64231240497,114.66326862596247
Romania,0.02,0.06,0.42,0.5,0.75,1.68,2013,3.43,Europe,189789277576.061,19983693.0,9862668266.17314,9497.207426878556,83.82421560402685
Romania,0.02,0.06,0.43,0.51,0.76,2.2354014598540144,2010,4.015401459854014,Europe,170029359010.667,20246871.0,9804135727.494404,8397.809173114552,84.93171273962834
Russian Federation,22.12099099099099,7.032648401826484,0.0,0.8068924302788845,1.3869841269841272,2.2354014598540144,2010,33.582917409934495,Europe,1524916698232.71,142849468.0,75805408013.3769,10674.990390812723,8.354625063968534
Russian Federation,22.12099099099099,7.032648401826484,0.0,0.8068924302788845,1.3869841269841272,2.2354014598540144,2010,33.582917409934495,Europe,1524916698232.71,142849468.0,75805408013.3769,10674.990390812723,8.354625063968534
Samoa,0.0,1.58,3.15,0.53,0.53,4.2,2013,9.989999999999998,Oceania,797736265.919418,199939.0,51382930.71414206,3989.8982485629017,70.40105633802817
Samoa,0.0,1.64,3.28,0.55,0.55,2.2354014598540144,2010,8.255401459854014,Oceania,680260919.878945,194672.0,35947247.37738803,3494.3952899181445,68.54647887323944
San Marino,9.54,0.0,0.0,3.18,0.0,3.18,2013,15.9,Europe,1678741201.56863,33285.0,141444307.75860137,50435.36732968695,554.75
San Marino,9.51,0.0,0.0,3.17,0.0,2.2354014598540144,2010,14.915401459854014,Europe,1881191950.0,31608.0,117886194.20286424,59516.32339913946,526.8
Sao Tome and Principe,14.51,2.07,0.0,0.8068924302788845,1.3869841269841272,2.2354014598540144,2013,21.00927801711703,Africa,300554483.611626,193757.0,23856324.380286902,1551.1929045744207,201.83020833333333
Sao Tome and Principe,16.93,2.42,0.0,0.8068924302788845,1.3869841269841272,2.2354014598540144,2010,23.779278017117026,Africa,196652514.267255,182138.0,13460174.036624502,1079.6896543678697,189.72708333333333
Saudi Arabia,0.0,0.0,0.21,0.82,0.01,1.04,2013,2.08,Asia,753864543430.248,31482498.0,33665250966.3708,23945.5123106892,14.645133949546214
Saudi Arabia,0.0,0.0,0.22,0.86,0.01,2.2354014598540144,2010,3.3254014598540143,Asia,528207298529.872,29411929.0,19268260488.860405,17958.947831333062,13.681939721541246
Senegal,6.87,0.54,0.16,0.8068924302788845,1.3869841269841272,0.16,2013,9.92387655726301,Africa,18918667730.5417,13595566.0,829722819.4868834,1391.532190020018,69.11476793248946
Senegal,7.81,0.61,0.18,0.8068924302788845,1.3869841269841272,2.2354014598540144,2010,13.029278017117026,Africa,16121315901.8117,12530121.0,649309161.052154,1286.6049658907284,63.698444410553606
Serbia,1.66,1.66,0.42,0.43,0.24,1.09,2013,5.5,Europe,48394239474.6762,7164132.0,4506628628.867791,6755.073674616297,81.07890448166592
Serbia,1.6,1.6,0.41,0.42,0.23,2.2354014598540144,2010,6.495401459854016,Europe,41819468691.8251,7291436.0,3984266587.777843,5735.422856598495,82.51964689904935
Seychelles,20.47,5.39,1.1882377049180328,0.8068924302788845,1.08,1.08,2013,30.01513013519692,Africa,1324915221.7211,89949.0,59742086.538736574,14729.627029995889,195.5413043478261
Seychelles,21.96,5.78,0.0,0.0,1.16,2.2354014598540144,2010,31.135401459854016,Africa,981918002.869768,89770.0,47417672.46702398,10938.15308978242,195.15217391304347
Sierra Leone,22.12099099099099,1.21,1.1882377049180328,0.8068924302788845,1.3869841269841272,2.2354014598540144,2013,28.94850671302605,Africa,4920343203.30269,6964859.0,569171451.4839722,706.452665201505,96.33276625172893
Sierra Leone,22.12099099099099,1.26,1.1882377049180328,0.8068924302788845,1.3869841269841272,2.2354014598540144,2010,28.998506713026053,Africa,2578159479.90083,6436698.0,282137675.1947384,400.5406933649567,89.02763485477179
Singapore,59.22,7.032648401826484,1.1882377049180328,0.5,1.3869841269841272,0.5,2013,69.82787023372865,Asia,307576360584.992,5399162.0,11336115884.213655,56967.42579403841,7530.211994421199
Singapore,63.01,7.032648401826484,1.1882377049180328,0.53,1.3869841269841272,2.2354014598540144,2010,75.38327169358266,Asia,239807921966.007,5076732.0,7680217717.391696,47236.67153712408,7130.241573033708
Slovenia,4.01,2.75,0.68,0.48,0.1,1.25,2013,9.27,Europe,48415657264.8762,2059953.0,4231665466.101805,23503.282485025724,99.63496977025392
Slovenia,3.15,7.032648401826484,1.1882377049180328,0.49,0.1,2.2354014598540144,2010,14.19628756659853,Europe,48208240226.4512,2048583.0,4129051664.831524,23532.480854547364,101.0647755303404
South Africa,5.88,0.55,0.53,0.12,0.03,0.67,2013,7.78,Africa,400886013595.573,53873616.0,32484687056.130577,7441.230853996751,44.19166427417172
South Africa,6.19,0.58,0.56,0.13,0.03,2.2354014598540144,2010,9.725401459854016,Africa,417363825016.286,51784921.0,32527593777.38159,8059.562841010919,42.478341221730965
Spain,22.12099099099099,7.032648401826484,1.17,0.3,0.16,1.63,2013,32.413639392817466,Europe,1355579535912.56,46620045.0,122909470931.48468,29077.18205575649,92.1454026169111
Spain,22.12099099099099,7.032648401826484,1.19,0.31,0.16,2.2354014598540144,2010,33.04904085267149,Europe,1422108199783.37,46576897.0,129680791585.5484,30532.480508166314,92.1220272943038
Sri Lanka,272.64,7.032648401826484,1.1882377049180328,0.8068924302788845,1.3869841269841272,0.1,2013,283.15476266400754,Asia,77000578207.3909,21131756.0,2946804712.8411684,3643.832448538157,322.0813290656912
Sri Lanka,278.04,7.032648401826484,0.0,0.8068924302788845,1.3869841269841272,2.2354014598540144,2010,289.5019264189435,Asia,58636160848.9497,20668557.0,2267727556.7411056,2836.9740978506484,315.02144490169184
Sudan,10.77,3.68,0.64,0.67,0.03,1.35,2013,17.14,Africa,66027147864.7915,35990704.0,4598708143.177312,1834.56116514952,19.16437912673057
Sudan,9.39,3.21,0.56,0.59,0.03,2.2354014598540144,2010,16.015401459854015,Africa,74151157011.5251,33739933.0,3750640896.2940416,2197.726860083721,13.464681280703644
Suriname,45.25,1.11,0.19,0.0,0.19,0.37,2013,47.10999999999999,South America,5145757575.75758,563947.0,230909746.7314548,9124.541092970758,3.442479550726407
Suriname,46.51,1.14,0.19,0.0,0.19,2.2354014598540144,2010,50.26540145985401,South America,4368371528.30474,546080.0,205219843.26009968,7999.508365632764,3.333414723476987
Tajikistan,20.72,10.23,3.03,1.61,0.04,4.68,2013,40.31,Asia,8448410727.15443,8136610.0,551872511.9333917,1038.3207167548194,57.07898982813048
Tajikistan,24.73,12.21,3.62,1.92,0.04,2.2354014598540144,2010,44.75540145985401,Asia,5642221528.67114,7621779.0,323605921.8144984,740.2761912502501,53.46740792704314
Thailand,42.29,7.032648401826484,1.1,0.62,0.13,1.84,2013,53.01264840182649,Asia,420333659152.573,69578602.0,14514681723.43946,6041.134013479791,135.5990840349236
Thailand,41.0,7.032648401826484,1.07,0.6,0.12,2.2354014598540144,2010,52.0580498616805,Asia,341104766329.17,68270489.0,11563786168.224155,4996.372097600912,133.04975249454318
Togo,22.12099099099099,10.94,0.51,0.0,0.09,0.6,2013,34.26099099099099,Africa,5872790935.48729,7106229.0,290335228.0018617,826.4286072806393,125.13169572107763
Togo,22.12099099099099,12.38,0.58,0.0,0.1,2.2354014598540144,2010,37.416392450845,Africa,4660369658.37123,6571855.0,207616353.7553956,709.1406700804005,115.7220461348829
Tonga,14.24,13.29,2.85,0.95,1.3869841269841272,3.8,2013,36.51698412698413,Oceania,450650718.154379,107089.0,17953833.129174672,4208.188685620175,142.78533333333334
Tonga,14.42,13.45,2.88,0.96,1.3869841269841272,2.2354014598540144,2010,35.33238558683814,Oceania,366832186.493476,107383.0,17667823.996618297,3416.110431758062,143.17733333333334
Trinidad and Tobago,7.83,0.3,1.1882377049180328,0.8068924302788845,1.3869841269841272,2.2354014598540144,2013,13.747515722035056,North America,28557451149.8686,1440729.0,1435013990.6961052,19821.52864964098,280.8438596491228
Trinidad and Tobago,7.83,0.3,1.1882377049180328,0.8068924302788845,1.3869841269841272,2.2354014598540144,2010,13.747515722035056,North America,22157919433.8752,1410296.0,1125717382.441567,15711.538169203626,274.91150097465885
Tunisia,18.72,7.032648401826484,1.19,0.86,0.27,2.33,2013,30.40264840182648,Africa,48685436425.0946,11300284.0,3171344922.7213826,4308.3374209970825,69.0684188008068
Tunisia,19.64,7.032648401826484,1.25,0.91,0.29,2.2354014598540144,2010,31.3580498616805,Africa,46206091937.9628,10895063.0,2591934220.4405737,4241.011909519275,66.59166921337327
Tuvalu,22.12099099099099,0.18,0.0,0.0,0.02,0.02,2014,22.34099099099099,Oceania,38760972.4230315,10899.0,5695351.816587204,3556.3787891578586,363.3
Uganda,9.59,3.92,0.36,0.04,0.01,0.4,2013,14.32,Africa,28915786520.3935,35273570.0,1672062327.137884,819.7578674456116,146.0300972883461
Uganda,8.99,3.77,0.34,0.04,0.01,2.2354014598540144,2010,15.385401459854013,Africa,26673441432.4579,32341728.0,1816168556.5144024,824.737671173844,133.89247774787827
Uruguay,17.61,1.17,1.1882377049180328,3.52,0.41,3.93,2013,27.828237704918035,South America,61337620935.5305,3381180.0,4979985330.362702,18140.891918067213,19.187265917603
Uruguay,17.81,1.19,1.1882377049180328,3.56,0.42,2.2354014598540144,2010,26.40363916477205,South America,41950361211.9581,3352651.0,3318764592.4537992,12512.59412684413,19.025371694472817
Vanuatu,118.69,15.43,1.58,0.4,0.4,2.37,2013,138.87000000000003,Oceania,758304466.245339,263534.0,33307347.928751603,2877.4445280128525,21.618867924528303
Vanuatu,125.18,16.27,1.67,0.42,0.42,2.2354014598540144,2010,146.195401459854,Oceania,670712977.374943,245453.0,23653102.41618616,2732.5515572225354,20.13560295324036
Zambia,1.18,8.33,0.3,0.12,0.03,0.45,2013,10.41,Africa,28037239462.7142,15234976.0,1315201630.4282713,1840.320553357892,20.242856193778984
Zambia,1.31,9.25,0.33,0.14,0.04,2.2354014598540144,2010,13.305401459854014,Africa,20265559483.8548,13792086.0,753736139.2075205,1469.3614500268343,18.325674652210303
Zimbabwe,0.0,9.41,0.37,0.08,0.08,0.52,2013,10.46,Africa,19091020000.0,13555422.0,1357257573.428926,1408.3678103123607,34.68989149349984
Zimbabwe,0.0,10.59,0.41,0.09,0.09,2.2354014598540144,2010,13.415401459854014,Africa,12041655200.0,12839771.0,1261464370.7455006,937.840339987372,32.85845787695772
